HSCode,Commodity,value,country,year
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",7.96,JAPAN,2011
26,"ORES, SLAG AND ASH.",1.2,JAPAN,2011
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",347.21,JAPAN,2011
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",113.13,JAPAN,2011
29,ORGANIC CHEMICALS,381.2,JAPAN,2011
30,PHARMACEUTICAL PRODUCTS,21.63,JAPAN,2011
31,FERTILISERS.,0.07,JAPAN,2011
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",67.3,JAPAN,2011
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",3.7,JAPAN,2011
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",61.49,JAPAN,2011
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,13.65,JAPAN,2011
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,50.42,JAPAN,2011
38,MISCELLANEOUS CHEMICAL PRODUCTS.,182.12,JAPAN,2011
39,PLASTIC AND ARTICLES THEREOF.,346.37,JAPAN,2011
40,RUBBER AND ARTICLES THEREOF.,331.97,JAPAN,2011
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.9,JAPAN,2011
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.45,JAPAN,2011
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0,JAPAN,2011
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,1.14,JAPAN,2011
45,CORK AND ARTICLES OF CORK.,0.02,JAPAN,2011
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.01,JAPAN,2011
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,1.72,JAPAN,2011
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",52.71,JAPAN,2011
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",14.32,JAPAN,2011
50,SILK,0.79,JAPAN,2011
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",3.32,JAPAN,2011
52,COTTON.,1.84,JAPAN,2011
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.26,JAPAN,2011
54,MAN-MADE FILAMENTS.,63.94,JAPAN,2011
55,MAN-MADE STAPLE FIBRES.,17.38,JAPAN,2011
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",3.31,JAPAN,2011
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.22,JAPAN,2011
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.48,JAPAN,2011
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",6.64,JAPAN,2011
60,KNITTED OR CROCHETED FABRICS.,1.05,JAPAN,2011
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",0.15,JAPAN,2011
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",0.41,JAPAN,2011
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,1.5,JAPAN,2011
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",0.11,JAPAN,2011
65,HEADGEAR AND PARTS THEREOF.,0.03,JAPAN,2011
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.04,JAPAN,2011
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.02,JAPAN,2011
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",37.59,JAPAN,2011
69,CERAMIC PRODUCTS.,11.36,JAPAN,2011
70,GLASS AND GLASSWARE.,19.46,JAPAN,2011
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",345.14,JAPAN,2011
72,IRON AND STEEL,1280.23,JAPAN,2011
73,ARTICLES OF IRON OR STEEL,453.1,JAPAN,2011
74,COPPER AND ARTICLES THEREOF.,44.3,JAPAN,2011
75,NICKEL AND ARTICLES THEREOF.,33.87,JAPAN,2011
76,ALUMINIUM AND ARTICLES THEREOF.,40.08,JAPAN,2011
78,LEAD AND ARTICLES THEREOF.,2.09,JAPAN,2011
79,ZINC AND ARTICLES THEREOF.,6.02,JAPAN,2011
80,TIN AND ARTICLES THEREOF.,0.74,JAPAN,2011
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,12.09,JAPAN,2011
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",144.17,JAPAN,2011
83,MISCELLANEOUS ARTICLES OF BASE METAL.,33.5,JAPAN,2011
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",3876.3,JAPAN,2011
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",1348.7,JAPAN,2011
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",30.83,JAPAN,2011
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",644.34,JAPAN,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",12.41,JAPAN,2011
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",130.86,JAPAN,2011
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",610.5,JAPAN,2011
91,CLOCKS AND WATCHES AND PARTS THEREOF.,5.01,JAPAN,2011
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,1.62,JAPAN,2011
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0,JAPAN,2011
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",6.9,JAPAN,2011
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",4.81,JAPAN,2011
96,MISCELLANEOUS MANUFACTURED ARTICLES.,37.29,JAPAN,2011
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.02,JAPAN,2011
98,PROJECT GOODS; SOME SPECIAL USES.,627.2,JAPAN,2011
99,MISCELLANEOUS GOODS.,86.03,JAPAN,2011
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.07,JORDAN,2011
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.01,JORDAN,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0,JORDAN,2011
18,COCOA AND COCOA PREPARATIONS.,0.01,JORDAN,2011
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.01,JORDAN,2011
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.13,JORDAN,2011
21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.01,JORDAN,2011
22,"BEVERAGES, SPIRITS AND VINEGAR.",0.01,JORDAN,2011
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",931.84,JORDAN,2011
26,"ORES, SLAG AND ASH.",0.37,JORDAN,2011
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",0,JORDAN,2011
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",28.09,JORDAN,2011
29,ORGANIC CHEMICALS,0.46,JORDAN,2011
30,PHARMACEUTICAL PRODUCTS,0,JORDAN,2011
31,FERTILISERS.,489.23,JORDAN,2011
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0,JORDAN,2011
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",0.01,JORDAN,2011
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.01,JORDAN,2011
38,MISCELLANEOUS CHEMICAL PRODUCTS.,0.41,JORDAN,2011
39,PLASTIC AND ARTICLES THEREOF.,0.11,JORDAN,2011
40,RUBBER AND ARTICLES THEREOF.,0,JORDAN,2011
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.24,JORDAN,2011
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0,JORDAN,2011
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,1.49,JORDAN,2011
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0,JORDAN,2011
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.02,JORDAN,2011
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.15,JORDAN,2011
52,COTTON.,0.01,JORDAN,2011
54,MAN-MADE FILAMENTS.,0.06,JORDAN,2011
55,MAN-MADE STAPLE FIBRES.,0.04,JORDAN,2011
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0,JORDAN,2011
60,KNITTED OR CROCHETED FABRICS.,0.04,JORDAN,2011
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",0,JORDAN,2011
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",0,JORDAN,2011
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.03,JORDAN,2011
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.03,JORDAN,2011
69,CERAMIC PRODUCTS.,0,JORDAN,2011
70,GLASS AND GLASSWARE.,0,JORDAN,2011
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",1.5,JORDAN,2011
72,IRON AND STEEL,1.47,JORDAN,2011
73,ARTICLES OF IRON OR STEEL,0.08,JORDAN,2011
74,COPPER AND ARTICLES THEREOF.,5.41,JORDAN,2011
75,NICKEL AND ARTICLES THEREOF.,0.11,JORDAN,2011
76,ALUMINIUM AND ARTICLES THEREOF.,8.28,JORDAN,2011
78,LEAD AND ARTICLES THEREOF.,4.56,JORDAN,2011
79,ZINC AND ARTICLES THEREOF.,0.84,JORDAN,2011
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0,JORDAN,2011
83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.02,JORDAN,2011
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",1.32,JORDAN,2011
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0.14,JORDAN,2011
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0,JORDAN,2011
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",0.01,JORDAN,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.65,JORDAN,2011
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",0.04,JORDAN,2011
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",0.03,JORDAN,2011
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0,JORDAN,2011
96,MISCELLANEOUS MANUFACTURED ARTICLES.,0,JORDAN,2011
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0,JORDAN,2011
98,PROJECT GOODS; SOME SPECIAL USES.,5.51,JORDAN,2011
99,MISCELLANEOUS GOODS.,0.18,JORDAN,2011
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0,KAZAKHSTAN,2011
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.41,KAZAKHSTAN,2011
22,"BEVERAGES, SPIRITS AND VINEGAR.",0,KAZAKHSTAN,2011
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",47.68,KAZAKHSTAN,2011
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",1.1,KAZAKHSTAN,2011
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",12.18,KAZAKHSTAN,2011
30,PHARMACEUTICAL PRODUCTS,0,KAZAKHSTAN,2011
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.13,KAZAKHSTAN,2011
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",0,KAZAKHSTAN,2011
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.23,KAZAKHSTAN,2011
38,MISCELLANEOUS CHEMICAL PRODUCTS.,0.57,KAZAKHSTAN,2011
39,PLASTIC AND ARTICLES THEREOF.,0.06,KAZAKHSTAN,2011
40,RUBBER AND ARTICLES THEREOF.,0.01,KAZAKHSTAN,2011
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.16,KAZAKHSTAN,2011
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0,KAZAKHSTAN,2011
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.01,KAZAKHSTAN,2011
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.01,KAZAKHSTAN,2011
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0,KAZAKHSTAN,2011
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0,KAZAKHSTAN,2011
69,CERAMIC PRODUCTS.,0,KAZAKHSTAN,2011
70,GLASS AND GLASSWARE.,0,KAZAKHSTAN,2011
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",63.63,KAZAKHSTAN,2011
72,IRON AND STEEL,6.62,KAZAKHSTAN,2011
73,ARTICLES OF IRON OR STEEL,0,KAZAKHSTAN,2011
74,COPPER AND ARTICLES THEREOF.,0.02,KAZAKHSTAN,2011
75,NICKEL AND ARTICLES THEREOF.,0.01,KAZAKHSTAN,2011
76,ALUMINIUM AND ARTICLES THEREOF.,0,KAZAKHSTAN,2011
78,LEAD AND ARTICLES THEREOF.,13.81,KAZAKHSTAN,2011
79,ZINC AND ARTICLES THEREOF.,43.46,KAZAKHSTAN,2011
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0,KAZAKHSTAN,2011
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0,KAZAKHSTAN,2011
83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.02,KAZAKHSTAN,2011
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",1.68,KAZAKHSTAN,2011
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0,KAZAKHSTAN,2011
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.04,KAZAKHSTAN,2011
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.01,KAZAKHSTAN,2011
96,MISCELLANEOUS MANUFACTURED ARTICLES.,0,KAZAKHSTAN,2011
99,MISCELLANEOUS GOODS.,0,KAZAKHSTAN,2011
1,LIVE ANIMALS.,0,KENYA,2011
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0,KENYA,2011
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.02,KENYA,2011
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.13,KENYA,2011
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,2.17,KENYA,2011
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.24,KENYA,2011
9,"COFFEE, TEA, MATE AND SPICES.",12.5,KENYA,2011
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.55,KENYA,2011
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.04,KENYA,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0,KENYA,2011
21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.18,KENYA,2011
22,"BEVERAGES, SPIRITS AND VINEGAR.",0,KENYA,2011
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",20.28,KENYA,2011
26,"ORES, SLAG AND ASH.",1.33,KENYA,2011
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",0,KENYA,2011
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",39.67,KENYA,2011
29,ORGANIC CHEMICALS,0.48,KENYA,2011
30,PHARMACEUTICAL PRODUCTS,0.02,KENYA,2011
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.26,KENYA,2011
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",0,KENYA,2011
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0,KENYA,2011
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0,KENYA,2011
38,MISCELLANEOUS CHEMICAL PRODUCTS.,0.25,KENYA,2011
39,PLASTIC AND ARTICLES THEREOF.,0.15,KENYA,2011
40,RUBBER AND ARTICLES THEREOF.,0.12,KENYA,2011
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,14,KENYA,2011
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0,KENYA,2011
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.58,KENYA,2011
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0,KENYA,2011
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,1.18,KENYA,2011
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.1,KENYA,2011
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0,KENYA,2011
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2.45,KENYA,2011
52,COTTON.,0,KENYA,2011
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,1.88,KENYA,2011
54,MAN-MADE FILAMENTS.,0.1,KENYA,2011
55,MAN-MADE STAPLE FIBRES.,0.01,KENYA,2011
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0,KENYA,2011
60,KNITTED OR CROCHETED FABRICS.,0.04,KENYA,2011
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",0,KENYA,2011
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0,KENYA,2011
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",0.01,KENYA,2011
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0,KENYA,2011
69,CERAMIC PRODUCTS.,0,KENYA,2011
70,GLASS AND GLASSWARE.,0,KENYA,2011
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",0.62,KENYA,2011
72,IRON AND STEEL,5.76,KENYA,2011
73,ARTICLES OF IRON OR STEEL,0.13,KENYA,2011
74,COPPER AND ARTICLES THEREOF.,2.2,KENYA,2011
75,NICKEL AND ARTICLES THEREOF.,0.07,KENYA,2011
76,ALUMINIUM AND ARTICLES THEREOF.,0.43,KENYA,2011
78,LEAD AND ARTICLES THEREOF.,2.58,KENYA,2011
79,ZINC AND ARTICLES THEREOF.,0.54,KENYA,2011
80,TIN AND ARTICLES THEREOF.,0.13,KENYA,2011
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0,KENYA,2011
83,MISCELLANEOUS ARTICLES OF BASE METAL.,0,KENYA,2011
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",1.65,KENYA,2011
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0.34,KENYA,2011
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",0.01,KENYA,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.03,KENYA,2011
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",0.01,KENYA,2011
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",0.03,KENYA,2011
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.01,KENYA,2011
96,MISCELLANEOUS MANUFACTURED ARTICLES.,0.02,KENYA,2011
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0,KENYA,2011
98,PROJECT GOODS; SOME SPECIAL USES.,0,KENYA,2011
